Tab 4 Code,1,2,2,2,2,5,5,5,5,5,4,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.50,3.5365927,3.4442203,7.4661085,3.0393867,2.8405248,7.6762248,8.8521505,11.626735,3.5518011,14.435804,4.1094192,3.0789645,4.7208308,1.5547402,6.017475,-1.1086221,1.8497253,1.3032196,1.1556532,-1.3228667,-2.8067364,-0.73092505,7.4949112,2.5811938,5.6426785,6.5606672,3.5202632,6.1753328,60.966667,76.420267,1.1859917,1.4189055,5.3657946,3.7876897,0.15814873,1.4028295,-1.9018839,0.95169467,1.049287,1.37757,0.52127188,0.56429203,0.23439428,-1.3333333,-0.0066666667,1.8292379,2.0728184,2.2264716,40.033333,0,-0.16666667,-0.96666667,2.8261782,3.2249271,-23.723251,-11.01879,-32.708685,7.5893358,7.6351428,5.198497,5.8692969,6.8127117,6.2778958,58.6,60.866667,62.366667,51.5,-2.9055216,21.399316,-1.4266387,-1.8416371,-0.58718736,-0.91445336,-0.82688608,-2.777651,-2.0620071,-1.8647376,-6.0067312,-4.6567486,-1.4009818,-2.4489623,-32.300256,-1.084716,-0.29648189,-0.74438903,1.4226038,2.5641073,0.71882285,2.0841612,-0.60753649,-0.013817016,-0.84257707,-0.71499914,-0.77792347,-1.1489612,2.3347744,-2.3609347,-0.20890748,-2.8182166,-1.963156,-0.18956728,-2.9046334,1.4359104,-10.627759,46.543939,78.166667,0.85397211,-1.1066087,1.6109155,1.7281771,2.8468427,4.132978,0.42333333,0.41,0.41666667,0.30333333,-0.21666667,-0.29666667,-0.28437567,-0.211908,0.26333333,0.59333333,2.8166667,1.340029,2.1480447,-0.068968385,-6.5299599,-4.2933188,2.648721,-13.949638,11.246957,-1.8299597,-6.6379309,-6.3851439,0.63856972,2.996099,-15.537865,-6.7272388,-9.3326521,0.09,-2.0033333,-6.2368349,3.3333333
2004.75,2.5175214,4.1329877,6.7386658,4.7667992,3.3108728,6.2318057,7.0831551,9.8427666,-0.19649707,13.338301,2.3647617,9.5567292,12.939966,-1.8186136,-4.7090565,-0.097856565,5.5019476,4.9193019,5.3112726,5.6841311,5.854526,5.601202,3.3555262,6.2507843,6.6414121,7.1153746,5.0871176,14.147685,58.166667,77.332933,1.9105698,1.2321242,2.5181072,5.2206728,-0.76341231,0.44667788,-2.7826199,1.8808955,1.5558047,1.831751,1.4170058,1.2915522,1.0715282,0,0.0046666667,1.4040725,1.566216,2.5978207,39.9,-0.033333333,0,0.53333333,-4.8852586,-17.720297,11.544944,19.662078,5.4573264,7.5834171,7.6430036,5.1855219,5.888878,6.8171009,6.2389755,56.566667,61.6,57.1,50.6,5.1292817,-1.6896038,0.88447279,1.0659156,1.7292929,0.3997214,0.73327654,2.6906868,3.2801555,2.5613329,1.5668015,3.2220381,-0.31010719,-0.07159532,25.766542,2.0068983,-0.31087613,-0.32759308,-1.1862373,-1.3121681,-1.138805,-0.20258441,-0.2142333,0.36089857,-0.29072421,-0.05160295,-0.025152037,1.2528293,1.7210478,1.1053817,-2.1976022,2.25802,1.5124454,0.89495563,0.18785709,1.3000515,-1.0521302,32.025818,74.833333,-0.99136677,-2.0266402,-1.0284136,1.5259169,0.60933284,4.7002257,0.51666667,0.52,0.48333333,0.38666667,-0.013333333,-0.13,-0.159014,-0.264166,0.22666667,0.46,2.1666667,1.311015,2.0138787,0.88691321,0.14114453,1.271441,-3.3217684,1.0816531,-0.97356218,3.6395213,-21.890842,-23.998322,-15.414318,10.121143,-27.42614,20.452973,20.896922,-0.043333333,-0.086666667,9.0728933,-2.5
2005.00,2.9316638,1.730275,0.56267763,2.371034,1.6613649,8.7295032,5.1187411,3.5920174,7.2019126,2.238722,7.7892123,7.7509567,3.1182061,-0.21051036,1.1236325,-0.99497851,5.5017655,6.1860986,6.5058796,4.5975184,1.844293,5.5506946,10.317496,4.5690067,5.6001155,5.2428129,6.0307391,9.0780317,58.233333,78.341367,1.4726373,0.4118841,9.9413254,2.7156841,-1.0824436,-0.044645349,-2.8272205,1.6528675,1.513563,1.1286406,1.2925504,1.485089,1.3139325,3.6666667,0.041666667,1.1039579,1.2304433,0.86446206,39.833333,0,-0.16666667,-0.26666667,-12.988154,4.0317116,-18.194327,-22.079003,-15.292566,7.6361087,7.6520707,5.2522734,5.8962377,6.8878926,6.2853772,55.433333,57.1,53.966667,51.666667,4.6840483,1.4608119,0.80277678,-0.57372332,-2.1184055,0.36032367,0.052186184,0.23854695,1.2171208,-1.5481237,1.5431317,-3.1403527,-1.1104318,0.88119939,-23.823455,-0.55698854,0.50220453,0.72163368,1.9650344,0.85170471,2.6189632,1.6066386,1.0410686,-0.83287372,-0.87805001,0.75753514,0.80026028,1.7550825,-0.12830353,2.3951315,-0.92014884,0.35247004,-4.368889,1.8792689,8.553172,-2.0896278,-5.0135535,13.068002,69.166667,-0.50694768,-2.218915,0.34703757,2.3197482,0.55130229,-0.47620837,0.52,0.53,0.56,0.59666667,0.39,0.12333333,-0.164751,-0.22247933,0.25666667,0.52666667,1.76,1.0229307,1.668066,-5.8751831,-2.7927486,-2.8588076,-1.9081601,2.9722117,8.2357853,-2.4027524,-2.741273,-0.4887482,-4.8247822,5.2216087,1.9196669,10.163574,11.144033,0.023333333,-0.21,10.898984,-2.3333333
2005.25,2.5768462,3.5632339,11.383448,4.1244673,1.7223888,-5.2486734,7.3033048,6.1356645,-1.3287237,8.8354144,9.2639873,8.4720056,0.61550058,0.91972092,1.1269155,0.80295953,1.6884861,2.8923947,2.8310013,1.1605011,-5.2774141,3.292625,6.2766512,0.086723853,1.4147418,-2.1739011,1.8966792,4.2408076,55.466667,78.459367,2.3763051,2.3541197,9.4850803,8.1661882,-0.7763088,-0.10419186,-1.9127954,2.0334505,2.3368198,2.38465,2.2923602,0.70760072,0.60639018,-2,-0.01,3.1260393,2.7111581,2.2119561,39.966667,-0.13333333,-0.13333333,-0.56666667,11.26412,-3.6845396,-36.551735,-43.370449,-31.66357,7.6262453,7.6674702,5.2452681,5.8607862,6.9084217,6.2344107,52.033333,54.166667,51.866667,48.066667,3.4472215,47.420056,-1.8928686,0.086408398,0.33290742,-0.39031721,-0.54702594,-1.3132536,-4.1227989,1.3694478,-0.08651005,0.52178188,2.2276156,-2.0621405,-0.31845638,-0.6543607,0.16959002,-0.63603565,1.8461984,5.9646828,-0.85001894,0.90427289,-0.93225024,-0.30170779,1.6786633,-0.60078816,-0.48881009,-1.6310448,-1.5934257,-1.7345766,1.5208303,-1.0178894,6.9689935,-3.3619964,-9.4573772,0.27261599,5.052313,29.437307,59.833333,0.15620927,-0.85829215,-0.24701553,0.098351495,-0.51093732,1.63273,0.47333333,0.32666667,0.29333333,0.27333333,-0.01,-0.13666667,-0.17308933,0.0064073333,0.22333333,0.47333333,1.2966667,0.986508,1.81114,-0.73066219,0.53234473,0.17614151,-0.32122087,-15.967065,-0.30789975,0.94932995,11.146079,14.677713,11.316136,-7.2189466,5.4700805,-3.480263,-1.6472057,0.076666667,-0.32333333,-10.123714,-5.2
2005.50,3.7775539,3.6762488,5.2731404,2.9157951,3.7307831,3.8907789,5.1741105,5.9075428,-9.640353,11.5251,3.9500965,0.38615668,0.77784157,3.3825791,9.2234281,-0.094160629,-0.6958256,2.0906131,2.3172407,2.7215069,4.7781538,2.0427453,0.8846788,-4.3813401,5.3089548,-10.412185,0.47436956,-10.851933,57.766667,78.249,2.3337644,1.003825,4.9430287,5.106259,-1.2940746,-0.74501791,-2.2263039,2.3855837,1.9907175,2.0683359,2.0160613,2.7526427,1.24664,-1,-0.0036666667,2.1761244,2.6263032,0.80407447,39.966667,0.1,-0.16666667,-0.7,-10.55391,3.7991363,-10.620093,7.4222662,-24.029062,7.6496926,7.7090092,5.288267,5.9242558,6.881069,6.3177662,54.033333,58.5,53.566667,47.566667,5.2798721,-16.634913,1.9361801,2.1046246,3.3239529,-0.49842817,-0.67177227,-2.2716375,-2.9948015,-4.4830287,3.518655,8.6126429,-1.7118272,0.11882029,75.540891,0.88057094,-0.20037245,-0.26409346,1.146976,3.8555432,-0.83690774,-1.0514856,-0.12058594,1.963469,-1.152254,0.91977322,1.0286675,-0.66313738,4.1350864,-2.3820533,3.8096506,-0.95179635,0.60752348,2.7423774,1.3761294,3.552847,-9.544943,71.937325,63,-2.022692,-1.8556682,-2.5038641,4.1798593,-0.23551975,1.9993918,0.51666667,0.49666667,0.49666667,0.45,0.16333333,0.053333333,-0.053850333,0.010100667,0.22333333,0.42666667,0.85333333,0.87932433,1.7679073,2.6569057,4.1457487,2.5649681,1.9005362,9.60454,-3.617391,-0.5669433,6.0978998,15.51526,13.729331,-15.978834,-13.825892,14.130591,14.214924,-0.023333333,-0.12,6.1822941,-3.8666667
2005.75,1.3056139,1.3665015,-12.481531,4.6051562,2.47386,11.533575,2.3164513,3.5852271,1.8981435,4.2896535,0.19603912,10.309052,14.259279,-1.7479947,-7.4845599,1.6239861,3.9455726,5.9151338,5.4797407,1.3378796,3.5396015,0.62260784,17.702466,1.3152606,10.734663,-3.1876932,6.3512275,-4.0072629,61.066667,79.191133,1.8818489,2.6149164,11.68408,6.8386915,0.056351256,1.0723867,-1.6778975,1.3573389,0.80271518,2.1357442,0.06430477,3.5924248,-0.061019328,0,0.0056666667,0.95371957,1.0301471,2.7698924,40.233333,0.1,-0.033333333,-0.36666667,10.948631,-13.813568,-9.6647564,-6.808675,-11.90139,7.6346596,7.6821752,5.1855219,5.8299255,6.9543207,6.2186001,56.2,60.133333,57,48.066667,4.776362,55.079341,-0.32243992,-1.3451285,-1.4234591,0.80914008,1.4474609,2.2266006,4.5990866,2.7460739,-3.7815731,-8.2905011,0.89849678,0.95098069,-74.80662,0.73928564,1.3134287,0.95289998,9.728058,20.434906,1.4899989,-0.039377724,0.74545594,0.15249294,-0.3025868,0.38918942,0.36032632,2.3644054,1.9413473,2.4504606,-2.9311824,0.6866464,-5.4125326,-2.0815456,-2.2440088,-2.0147019,6.0858378,-17.12441,73.666667,-1.2510222,-1.7174337,-1.2836302,-1.2405034,-0.25586427,5.1605999,0.52,0.46666667,0.52333333,0.5,0.35333333,0.27666667,0.28385033,0.35507667,0.28,0.46,0.66333333,0.886508,1.8463173,-1.2273491,0.49122659,0.088335598,-0.42701533,-5.3846262,-1.5256767,-3.3343288,7.2313526,8.2585619,20.993495,-7.9863751,-9.4741182,2.0623012,-1.7811436,0.036666667,-0.87666667,2.7115612,-4.2333333
2006.00,4.7044452,4.1734884,17.341779,4.2629659,1.5905571,6.0119626,7.9415334,14.78205,14.464229,15.129716,-3.648362,15.405527,9.8436152,3.8116702,9.4966145,0.46867609,3.5167586,0.19375098,-0.15302782,-2.4334669,-1.9920287,-2.5700275,8.0863165,7.9415054,3.8184512,10.609455,3.2507921,9.3559623,58.8,79.5553,2.7323082,3.3142962,11.062489,7.9262715,0.53494137,1.336453,-0.84159552,2.1957514,1.4021595,3.2438634,0.46373091,2.7416146,0.56712081,0.33333333,0.019666667,2.2159224,2.0806954,3.8862345,40.5,8.88E-16,-0.2,-0.46666667,-15.587694,-27.999766,-14.86546,9.4521211,-34.91878,7.6593286,7.6764736,5.2678582,5.8041304,6.971043,6.2716184,54.9,59.633333,54.033333,48.5,1.5572448,-23.331304,-0.2031622,-1.534501,-2.5120109,-0.29136318,-0.27996315,0.011203435,0.33032238,0.059366284,-0.50453585,-2.0223839,-0.099438983,-0.28951116,-14.670826,-0.094013755,-1.6074875,0.4684646,-12.75508,0.85170471,0.52864416,-2.1691834,-1.9026214,-1.6382009,1.2127705,-0.20778256,-0.59158343,-0.14078174,-2.5143186,0.56346413,-1.2285209,-0.31739821,-5.4948795,0.09804749,8.8981136,-5.0690919,12.935242,8.1164854,64.666667,-0.23680854,-0.51385095,-1.0978604,1.9505828,2.6014987,2.531253,0.47666667,0.56666667,0.37666667,0.34666667,0.15666667,0.08,0.012696,-0.030216,0.09,0.24,0.17666667,0.819204,1.7361013,1.2269513,-0.13563776,0.31781532,1.7971468,-2.2871796,5.7155502,0.72625256,-3.7021985,-1.7224085,-1.3338268,1.1396298,-6.5377804,16.733815,16.154637,-0.016666667,-0.21333333,14.077328,5.4666667
2006.25,2.6447415,2.7448536,1.7858615,3.0890777,2.755296,-0.42108648,-2.5738193,6.1957622,17.943311,1.7321229,-18.099307,5.3083341,0.13216587,1.231013,-1.5441797,2.8898784,2.2052019,2.1459849,3.3427446,1.2641544,-2.8904482,2.6358866,9.9881106,2.2967609,1.5803717,-0.82913769,0.97393582,-2.0783743,56.3,79.4929,1.4662485,0.97479611,11.849299,2.3423842,-0.24391961,1.0363851,-2.4583944,1.4665807,0.52390981,2.5532074,-0.75927067,1.587972,0.96165597,-5,-0.051,1.8059601,1.6282133,0.44268988,40.5,-0.033333333,-0.066666667,-0.3,5.6009062,8.6823163,-18.599993,-46.290707,3.9874412,7.52564,7.5618151,5.1911033,5.7224952,6.8130782,6.1312265,53.966667,55.566667,56.466667,48.866667,-5.6945692,3.0030297,-0.78237313,1.4834924,1.4515911,0.81456119,0.96007471,0.12362875,-1.6898348,-0.14954424,4.3888833,4.4673562,-0.88755173,4.578435,35.263608,-0.82397406,0.28429698,1.1990704,-7.5181473,-16.065635,-1.426696,0.9206587,1.5144665,1.4277542,0.30556795,-1.6445876,-1.5750583,-1.002655,-1.8937936,-0.78821143,-2.5644271,2.8076021,10.862078,-0.025871485,-5.7356341,3.3319903,18.646226,47.299883,75,-0.60596271,1.0988752,-1.9414717,1.9586938,-2.285059,-1.1450405,0.45,0.31,0.35333333,0.38666667,0.44333333,0.5,0.50574033,0.429074,0.13333333,0.31666667,0.36666667,0.82494433,1.6651753,-2.0115239,-1.9614184,-2.095183,-1.583487,12.102666,3.0248409,-0.061583458,-13.488041,-16.109749,-8.2819514,16.345525,-11.192841,-0.39529959,-2.2493156,0.056666667,-0.78666667,6.9527772,-5.2666667
2006.50,0.79210698,2.2038438,3.405617,2.2846246,1.9337546,-5.4931301,-4.9414135,5.203628,13.3436,1.9522094,-24.135812,3.4288896,3.0705212,1.6982493,1.8441797,1.6113335,1.9876199,1.4454295,2.4280541,0.081799398,-6.1826065,2.0982782,9.2579756,2.7050519,0.7965373,2.7554756,1.3875436,10.52539,54.833333,79.500467,1.084211,-0.75008697,7.1915426,0.19025793,-1.5702703,-1.3033187,-2.0344483,1.5198426,0.80233618,1.6120223,0.035650198,0.2080541,1.4502773,-3.3333333,-0.034,1.3710445,1.7302356,1.9137768,40.466667,-0.16666667,-0.033333333,0.33333333,-0.15171629,3.7785802,2.6940073,-1.4817326,6.0104758,7.4397551,7.4461961,5.0150699,5.5947114,6.7833252,5.9906309,52.6,54.466667,54.4,48.866667,-9.9607229,15.274123,0.019539874,-0.15049763,0.23532967,-0.61539073,-0.80154882,-0.54227924,0.0073440018,-0.52710132,-1.7308882,-0.41306996,1.6009665,-3.171473,-4.8820936,-0.80984512,0.04644591,-0.21572818,5.7292528,12.098454,1.0919494,-0.90663818,0.35139475,-0.5406271,-1.8572673,-1.7956058,-1.8277917,-1.484641,-6.8387379,0.5713564,-2.4567524,-1.0630695,-4.906573,-1.5171254,-2.8341331,-0.74072164,13.098925,2.4536506,70.833333,-0.033964027,2.398384,-1.803353,-1.6320683,-1.7198671,3.8727603,0.34,0.20333333,0.13666667,0.07,-0.14666667,-0.17333333,-0.21426333,-0.141755,0.066666667,0.18333333,-0.01,0.78401433,1.6967537,-3.7967173,1.7586311,0.85494487,-3.6484261,-17.364883,-3.3661468,0.80119846,-1.9198855,-2.0620263,6.3208167,10.239694,-0.48726144,2.0633719,0.79231588,0.0066666667,-0.40666667,3.0503185,1.7
2006.75,1.4930884,3.6418764,4.1310945,3.0216078,3.8499782,-16.211323,-7.8689867,-1.0034394,2.4626544,-2.4200802,-21.689618,14.496824,1.9894939,1.5764699,1.7704109,1.4572235,-0.64002272,0.50442711,1.5001723,1.4641366,-1.8269868,2.4838728,1.4030278,-2.1473657,-4.4362397,-0.44347113,-0.89397336,-9.4106832,52.266667,79.003533,1.4604337,-1.8190333,8.1500095,-0.93486301,-2.7036072,-2.4104526,-3.2143262,2.031123,1.7615153,2.0743076,1.4909814,1.0705661,1.0646348,0.66666667,0.021,2.9112357,2.8389988,1.8556041,40.666667,-0.2,-0.2,-0.96666667,-11.337726,-14.949141,-32.830205,8.412929,-67.392414,7.3588309,7.3658128,5.0562458,5.4380793,6.6720329,5.9738096,51.066667,52.1,52.3,48.9,-0.83608764,-2.145481,-0.558095,-3.5620279,-4.6141419,-0.55422202,-0.52953635,-1.3594542,-3.0761446,0.35412828,-1.0596707,-10.694554,-1.0266344,-0.41104068,-78.852778,-0.92432701,-0.49494994,-0.34660911,-1.1271116,-4.1169857,0.94962104,-1.4840799,-0.99644876,-4.6857526,1.6839524,1.6131846,1.631355,1.106047,1.9684515,0.72098246,2.6173223,-5.3982616,-14.486372,-0.98592573,-0.27835703,-1.4082214,13.759548,-78.523371,49.333333,4.6790036,5.1672844,3.4953893,-0.32368175,10.213292,9.1312409,0,-0.0033333333,-0.056666667,-0.10333333,-0.24333333,-0.26666667,-0.29286367,-0.31122167,0.013333333,0.083333333,-0.27333333,0.75781733,1.6521987,4.6619056,3.4700794,2.194747,1.1898091,9.4814573,-5.2061729,-0.98763793,-0.016449059,-0.99183405,4.9562693,9.1157609,6.3587967,30.211701,30.52872,-0.10333333,0.66666667,30.746435,10.166667
2007.00,0.051863409,3.786643,8.7643021,3.4344284,3.0140336,-10.046425,-3.5026461,3.3264762,10.651235,0.038143289,-17.728447,0.61167999,7.4288043,0.88122575,-3.7181668,3.5504823,1.8104428,1.5138114,1.141394,2.4752635,1.56567,2.7356794,-3.6185109,2.2007361,3.1345515,2.9811744,1.6922861,4.9818171,53.833333,78.9554,1.5338759,-0.89774783,6.3491755,0.086653236,-1.7681478,-2.0948724,-1.1990104,1.9152433,2.1960642,2.0435357,2.3880204,-0.39912993,1.0437333,-0.33333333,-0.01,1.2588185,1.1047653,-0.24211689,40.4,-0.033333333,0.066666667,0.53333333,-9.2115394,21.249447,13.334568,-10.171174,33.941376,7.281615,7.3658128,4.9949575,5.2729996,6.6178485,5.8925646,50.8,53.066667,52.066667,44.4,-3.5709451,-16.954607,1.8762681,3.8213146,4.8392314,0.58636156,0.16813757,0.85339013,0.924604,0.2998749,1.7844388,11.371872,2.5526931,0.69966538,76.015714,2.4970283,0.69225008,-0.61542196,4.078944,11.640224,-1.3947797,2.520138,3.0233318,1.9405293,-2.9330374,-1.6599074,-1.5063015,-1.4822785,-3.0737047,-0.78637913,-1.625558,4.3673205,10.478466,3.9234768,6.4539072,2.4442884,14.485246,-13.050414,59.166667,0.23731604,1.4234532,-0.58125545,-0.65994461,0.50042806,4.6860211,0.01,0.08,0.016666667,0.023333333,0.046666667,0.05,-0.023689667,0.013259,-0.05,0.026666667,-0.30333333,0.68412767,1.6154577,-0.46807215,-0.45282784,-0.70805905,0.6698317,-2.9047312,1.2004356,0.86280748,1.0185647,-0.59412101,5.577354,7.7888988,11.297285,10.18213,10.394672,0.033333333,-0.51666667,9.5976962,-0.46666667
2007.25,4.6745565,1.9519675,4.843866,1.9033119,1.4340952,5.9735528,2.9646352,9.8345368,16.779214,6.6776529,-12.236999,8.4320866,-3.734737,3.8627317,6.4796519,2.3459622,2.38713,1.089516,0.75403021,0.43802667,9.2509603,-2.3486063,1.8189944,4.1021716,7.7924157,3.2240068,3.1415391,-4.8141183,57.866667,79.135267,0.73930866,-1.6401654,6.1489555,-0.97159015,-2.3505872,-2.3623745,-2.3300783,1.3326895,1.0684799,2.1440736,0.92975393,-1.63259,1.4194436,-2.6666667,-0.03,-0.56904016,0.024103702,0.92187783,40.566667,0.033333333,0.033333333,0.1,-3.4224808,-5.9921634,17.506166,46.404729,-8.1335759,7.28642,7.3006979,5.0814044,5.433722,6.5746108,5.8683548,52.733333,58,50,45.633333,-0.27123444,24.760473,-2.0330835,0.24896492,0.33067578,-0.50353073,-0.12019534,0.25236276,1.7581196,0.27622961,-2.84111,1.1549405,-0.21787945,-4.7251994,19.727332,-2.3451759,-0.19758579,-0.52893876,-0.65859404,-2.3655169,0.59437939,-0.51722082,-3.3313178,2.9937726,3.3236148,-1.9054743,-1.8439282,-1.0589,-2.6506907,-0.37929811,-3.5058086,1.592032,11.173279,-1.1029767,-3.6907634,0.39635662,27.476509,43.083427,70.666667,1.2441808,1.4984117,0.69838499,5.4995156,-3.2043248,-3.4051259,-0.0066666667,-0.24666667,-0.13333333,-0.076666667,0.11666667,0.16666667,0.214689,0.19651933,0.063333333,0.19666667,0.11,0.73215,1.6453103,1.3409906,2.1319929,-0.22921215,0.29074782,12.938181,2.2497461,0.66269855,-11.349459,-3.6597375,4.6452652,6.3466546,-25.885959,19.477803,23.300058,-0.02,0.42333333,23.157208,-6.5333333
2007.50,4.6509584,1.9978496,2.2895695,1.1935114,2.3304551,3.4504219,-0.94880821,8.3813773,18.659626,3.5510524,-23.039955,20.730345,2.9714748,3.7611889,6.9352891,1.9125335,2.1178895,1.658334,2.4623636,0.58345637,-0.79504219,1.0358253,7.4886446,2.7119112,4.1416251,-0.069193357,2.3991837,5.1817098,54.233333,79.140367,0.10979629,-2.5661484,4.3006845,-3.5594564,-2.3066452,-2.5890058,-1.8158523,0.62541106,0.31047737,1.2004572,-0.23803821,-0.9313159,0.10805619,-3.3333333,-0.044666667,0.2631561,0.57990492,-1.4950353,40.566667,-0.1,0.16666667,0.066666667,11.644114,15.764099,16.996959,-6.6942077,38.175943,7.1683231,7.1969362,4.8802735,5.3768204,6.4702834,5.7170277,51,55.066667,50.8,45,0.60523015,-4.055466,-0.48639118,-1.1186597,-1.7909057,0.25545881,-0.0034559809,-0.35141817,1.3553297,-2.4079318,0.12008315,-3.2929932,0.31046151,2.9076386,-32.146413,0.57001024,-0.2089636,-0.092036524,-3.8652719,-8.9809614,-0.20980571,1.9618,0.55078241,-1.9622468,0.087257416,0.013337743,-0.15623288,-0.91295047,-0.19438589,-1.2481675,1.5403716,-1.7171116,-4.901335,-1.7687657,-2.7123135,-1.2202306,10.123569,67.381227,62.333333,-0.24908781,0.21267816,-0.14760616,7.0798819,1.5624244,-2.5217434,-0.17666667,-0.43333333,-0.38,-0.41,-0.26,-0.11666667,0.173722,0.140243,0.11666667,0.22,0.42666667,1.0225387,1.90222,-3.6661276,3.5888425,-0.39836111,-0.48701986,-5.4159268,9.0727638,1.3938673,-11.420298,-7.8996687,-10.288527,7.0595743,-19.960595,-1.5031074,7.0486029,0.046666667,-0.32,8.3132314,0.36666667
2007.75,-0.17229803,0.94971748,0.37572177,0.25644876,1.3971608,-12.699723,-6.389823,3.3444016,8.1989797,0.97221801,-31.448128,4.2895375,-2.3315828,0.80502403,-0.49206102,1.5537649,0.84407357,-1.2551038,-1.1042786,-2.8868364,-5.6375173,-1.9623895,3.3897833,3.5342577,3.1231455,1.1897158,0.10402754,0.97659098,50.5,78.707133,1.0017981,-1.9112973,6.0900281,-3.131889,-1.6226027,-2.0253208,-0.92424534,1.7680478,1.1496703,1.0204313,1.1699215,-2.0630233,2.0893403,-2.3333333,-0.029666667,0.83856804,0.18509607,-0.20981715,40.666667,0.033333333,0.1,-0.033333333,8.5159013,12.878962,5.693649,-3.2039604,12.961971,7.048676,7.0561753,4.8675345,5.211306,6.3772937,5.5201267,49.9,51.2,51.966667,46.533333,-5.9170488,0.71507151,1.284178,1.7637796,3.2789825,0.40615361,0.58265975,0.39240942,-0.76511348,0.75440115,1.9800939,5.1592801,-1.0545095,2.4417581,36.049512,1.7871073,0.33459634,0.24301972,2.4923056,7.0350123,-0.72983158,-1.0662115,0.61380616,2.5766638,-1.0273893,1.6545753,1.5663191,2.3136191,3.8610954,1.5438293,-0.29975022,2.5681506,4.8915544,1.6506895,1.2908106,1.8524942,1.7685919,63.49896,66.166667,-1.9489734,-0.68342407,-3.0668549,-1.0872604,-0.5157196,4.8719154,-0.57666667,-0.91333333,-0.85333333,-0.90333333,-0.71666667,-0.47,-0.22285833,-0.125091,0.17666667,0.23,0.87,1.2696803,2.247129,2.3838374,3.0360804,0.26334033,-1.5392969,-6.6439415,4.6011779,-2.3919429,-19.540383,-17.885921,-15.946903,4.34245,-25.023373,0.8786442,9.1788086,0.04,0.47666667,0.33152172,-9.1333333
2008.00,0.86749259,0.85995368,-4.3645883,-0.37011788,2.4091311,-6.0035777,-5.8032341,2.3792744,8.2608301,-0.56008714,-28.861611,4.9723321,-0.79024984,1.909263,5.6674329,-0.25252754,0.19288533,0.33977102,1.3537268,0.12748553,-12.131543,3.7758162,5.148383,-0.001061304,-1.1631365,-4.0153308,-1.2343037,6.5285811,52.2,78.0674,-0.50058543,-3.130799,9.089752,-5.5136489,-2.4463127,-2.772842,-1.8814835,0.39656372,-0.68440559,-1.4474874,-0.56436249,-1.7814516,1.5673091,-1,-0.016666667,-0.37481151,-0.47401707,-1.6890973,40.533333,-0.066666667,0.13333333,-0.16666667,13.900916,20.838336,5.7230306,15.41219,-2.3165116,6.9593985,6.89602,4.8441871,4.999462,6.2934193,5.4666527,49.533333,48.3,52.666667,46.466667,-13.011824,-9.0710002,-0.2002864,-0.67545981,-1.2088597,-0.25748066,-0.21915807,1.4888687,-1.6312938,3.7591537,3.281286,-1.5958448,1.0768818,-1.3521268,-17.358133,0.93782498,-0.63886598,-0.23809442,0.57661748,0.75117034,0.44071906,1.2185356,-2.6084398,-0.75697843,0.45513563,-1.8302769,-1.4402361,-1.0863856,-1.7719158,-0.77676627,-2.5617635,2.6448538,-0.016722798,1.0650756,3.2550567,-0.19830066,23.560942,42.479831,78.333333,1.3707772,1.6363144,0.79510914,2.1715735,-0.55613495,1.051846,-1.32,-1.3466667,-1.4766667,-1.52,-1.04,-0.59666667,-0.073537333,0.244355,0.046666667,0.056666667,1.62,1.7928097,3.0881507,0.68142589,-0.083018576,2.4863728,-1.6670373,10.386819,-10.821006,-1.1360125,-8.8515506,-28.374192,-29.061913,-12.915254,8.959257,-40.507992,-35.37918,0.22,-0.92666667,-34.605775,-3.7666667
